text,tokens,labels,rationales
"Campaign against Negligence of Girl Child , a non-governmental organisation , and the District Legal Services Authority jointly organised the human chain as part of the worldwide campaign on violence against women from November 25 to December 12 .","['Campaign', 'against', 'Negligence', 'of', 'Girl', 'Child', ',', 'a', 'non-governmental', 'organisation', ',', 'and', 'the', 'District', 'Legal', 'Services', 'Authority', 'jointly', 'organised', 'the', 'human', 'chain', 'as', 'part', 'of', 'the', 'worldwide', 'campaign', 'on', 'violence', 'against', 'women', 'from', 'November', '25', 'to', 'December', '12', '.']","['B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'O', 'B-organizer', 'I-organizer', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"R. Subathra Devi , sub judge , presided over the human chain near the Government Arts College for Women .","['R.', 'Subathra', 'Devi', ',', 'sub', 'judge', ',', 'presided', 'over', 'the', 'human', 'chain', 'near', 'the', 'Government', 'Arts', 'College', 'for', 'Women', '.']","['B-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'I-organizer', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Professors , students of the college , NGO volunteers , Government employees and women from all walks of life participated in the programme .","['Professors', ',', 'students', 'of', 'the', 'college', ',', 'NGO', 'volunteers', ',', 'Government', 'employees', 'and', 'women', 'from', 'all', 'walks', 'of', 'life', 'participated', 'in', 'the', 'programme', '.']","['B-participant', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'B-organizer', 'B-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
The participants carried placards with messages on violence against women .,"['The', 'participants', 'carried', 'placards', 'with', 'messages', 'on', 'violence', 'against', 'women', '.']","['O', 'B-participant', 'B-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
"Earlier , the Social Welfare Organisation for Rural Development ( SWORD ) , an NGO based in Krishnagiri , staged street corner plays on violence against women and also evils of child marriages in about 20 villages in the district , said Mr. V.S.S. Jalaludeen , Secretary .","['Earlier', ',', 'the', 'Social', 'Welfare', 'Organisation', 'for', 'Rural', 'Development', '(', 'SWORD', ')', ',', 'an', 'NGO', 'based', 'in', 'Krishnagiri', ',', 'staged', 'street', 'corner', 'plays', 'on', 'violence', 'against', 'women', 'and', 'also', 'evils', 'of', 'child', 'marriages', 'in', 'about', '20', 'villages', 'in', 'the', 'district', ',', 'said', 'Mr.', 'V.S.S.', 'Jalaludeen', ',', 'Secretary', '.']","['O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'B-place', 'O', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
State Convener of ‘ Campaign against Negligence of Girl Child ’ M. Shankar was the special invitee for the programme .,"['State', 'Convener', 'of', '‘', 'Campaign', 'against', 'Negligence', 'of', 'Girl', 'Child', '’', 'M.', 'Shankar', 'was', 'the', 'special', 'invitee', 'for', 'the', 'programme', '.']","['B-participant', 'I-participant', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-participant', 'I-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"' This not only smacks of arrogance but also of some element of frustration . "" Sonia Gandhi at an election rally in Karnataka 's Bidar Wednesday had described Advani a "" slave of the Rashtriya Swayamsevak Sangh ( RSS ) "" .","[""'"", 'This', 'not', 'only', 'smacks', 'of', 'arrogance', 'but', 'also', 'of', 'some', 'element', 'of', 'frustration', '.', '""', 'Sonia', 'Gandhi', 'at', 'an', 'election', 'rally', 'in', 'Karnataka', ""'s"", 'Bidar', 'Wednesday', 'had', 'described', 'Advani', 'a', '""', 'slave', 'of', 'the', 'Rashtriya', 'Swayamsevak', 'Sangh', '(', 'RSS', ')', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'O', 'B-place', 'B-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
""" The attack by the Maoists today is a pointer to the real situation of internal security , "" Jaitley said , and added that the Congress government had failed to address the social and economic concerns of the Maoists .","['""', 'The', 'attack', 'by', 'the', 'Maoists', 'today', 'is', 'a', 'pointer', 'to', 'the', 'real', 'situation', 'of', 'internal', 'security', ',', '""', 'Jaitley', 'said', ',', 'and', 'added', 'that', 'the', 'Congress', 'government', 'had', 'failed', 'to', 'address', 'the', 'social', 'and', 'economic', 'concerns', 'of', 'the', 'Maoists', '.']","['O', 'O', 'B-trigger', 'O', 'O', 'B-participant', 'B-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Dehradun : Mining will hit agriculturally-rich Tehri region , say villagers August 24 , 2014 00:00 IST More than 500 villagers on Saturday protested against the stone crushers who have been licensed to mine the agriculturally-rich region of Tehri district ’ s Maletha gram sabha .","['Dehradun', ':', 'Mining', 'will', 'hit', 'agriculturally-rich', 'Tehri', 'region', ',', 'say', 'villagers', 'August', '24', ',', '2014', '00:00', 'IST', 'More', 'than', '500', 'villagers', 'on', 'Saturday', 'protested', 'against', 'the', 'stone', 'crushers', 'who', 'have', 'been', 'licensed', 'to', 'mine', 'the', 'agriculturally-rich', 'region', 'of', 'Tehri', 'district', '’', 's', 'Maletha', 'gram', 'sabha', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'B-etime', 'I-etime', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The memorandum given to Chief Minister Harish Rawat , on Saturday , read : “ The stone crushers working in the area will [ be the cause of dust and health problems which will ] result in migration of the population … here most of the people are completely dependent on the earnings from the agricultural produce [ and the dust from the stone crushers would destroy agriculture ] . ” Environmentalist Anil Prakash Joshi , founder of the Himalayan Environmental Studies and Conservation Organisation ( HESCO ) , was present during the protest .","['The', 'memorandum', 'given', 'to', 'Chief', 'Minister', 'Harish', 'Rawat', ',', 'on', 'Saturday', ',', 'read', ':', '“', 'The', 'stone', 'crushers', 'working', 'in', 'the', 'area', 'will', '[', 'be', 'the', 'cause', 'of', 'dust', 'and', 'health', 'problems', 'which', 'will', ']', 'result', 'in', 'migration', 'of', 'the', 'population', '…', 'here', 'most', 'of', 'the', 'people', 'are', 'completely', 'dependent', 'on', 'the', 'earnings', 'from', 'the', 'agricultural', 'produce', '[', 'and', 'the', 'dust', 'from', 'the', 'stone', 'crushers', 'would', 'destroy', 'agriculture', ']', '.', '”', 'Environmentalist', 'Anil', 'Prakash', 'Joshi', ',', 'founder', 'of', 'the', 'Himalayan', 'Environmental', 'Studies', 'and', 'Conservation', 'Organisation', '(', 'HESCO', ')', ',', 'was', 'present', 'during', 'the', 'protest', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'I-participant', 'O', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Dr Joshi said , “ The protest was to make the government realise the hazards of allowing stone crushers to function in an agriculturally rich area .","['Dr', 'Joshi', 'said', ',', '“', 'The', 'protest', 'was', 'to', 'make', 'the', 'government', 'realise', 'the', 'hazards', 'of', 'allowing', 'stone', 'crushers', 'to', 'function', 'in', 'an', 'agriculturally', 'rich', 'area', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of a similar attack last December in New Delhi that sparked nationwide protests .,"['The', 'incident', 'triggered', 'outrage', 'across', 'the', 'country', 'and', 'was', 'condemned', 'as', 'despicable', 'and', 'shameful', 'stirring', 'memories', 'of', 'a', 'similar', 'attack', 'last', 'December', 'in', 'New', 'Delhi', 'that', 'sparked', 'nationwide', 'protests', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
AAP Workers Protest Against Kejriwal Over Ticket to Khayalia 28th February 2014 02:27 PM Several disgruntled AAP workers here protested against its chief Arvind Kejriwal for allotting party ticket to former IAS officer Yudhvir Singh Khayalia from Hisar Lok Sabha seat .,"['AAP', 'Workers', 'Protest', 'Against', 'Kejriwal', 'Over', 'Ticket', 'to', 'Khayalia', '28th', 'February', '2014', '02:27', 'PM', 'Several', 'disgruntled', 'AAP', 'workers', 'here', 'protested', 'against', 'its', 'chief', 'Arvind', 'Kejriwal', 'for', 'allotting', 'party', 'ticket', 'to', 'former', 'IAS', 'officer', 'Yudhvir', 'Singh', 'Khayalia', 'from', 'Hisar', 'Lok', 'Sabha', 'seat', '.']","['B-organizer', 'B-participant', 'B-trigger', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'B-participant', 'O', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The party workers burnt posters of AAP leaders Manish Sisodia , Yogendra Yadav and Kejriwal after the party had earlier in the day announced a second list of 30 candidates for the general elections .","['The', 'party', 'workers', 'burnt', 'posters', 'of', 'AAP', 'leaders', 'Manish', 'Sisodia', ',', 'Yogendra', 'Yadav', 'and', 'Kejriwal', 'after', 'the', 'party', 'had', 'earlier', 'in', 'the', 'day', 'announced', 'a', 'second', 'list', 'of', '30', 'candidates', 'for', 'the', 'general', 'elections', '.']","['O', 'B-organizer', 'B-participant', 'B-trigger', 'I-trigger', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'O', 'B-target', 'I-target', 'O', 'B-target', 'O', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"AAP workers had yesterday gathered outside the party office at Rishi Nagar here and expressed their resentment and raised slogans against the party and its leaders for allotting ticket to Khayalia , who was recently inducted into the party .","['AAP', 'workers', 'had', 'yesterday', 'gathered', 'outside', 'the', 'party', 'office', 'at', 'Rishi', 'Nagar', 'here', 'and', 'expressed', 'their', 'resentment', 'and', 'raised', 'slogans', 'against', 'the', 'party', 'and', 'its', 'leaders', 'for', 'allotting', 'ticket', 'to', 'Khayalia', ',', 'who', 'was', 'recently', 'inducted', 'into', 'the', 'party', '.']","['B-organizer', 'B-participant', 'O', 'B-etime', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'O', 'O', 'B-target', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"KARNATAKA Protest against poor roads September 12 , 2006 00:00 IST Staff Correspondent Agitators arrested , released Gulbarga : Some people from Aland , led by MLA B.R. Patil , observed a dawn-to-dusk rasta roko in protest against poor quality roads to their town in Gulbarga on Monday .","['KARNATAKA', 'Protest', 'against', 'poor', 'roads', 'September', '12', ',', '2006', '00:00', 'IST', 'Staff', 'Correspondent', 'Agitators', 'arrested', ',', 'released', 'Gulbarga', ':', 'Some', 'people', 'from', 'Aland', ',', 'led', 'by', 'MLA', 'B.R.', 'Patil', ',', 'observed', 'a', 'dawn-to-dusk', 'rasta', 'roko', 'in', 'protest', 'against', 'poor', 'quality', 'roads', 'to', 'their', 'town', 'in', 'Gulbarga', 'on', 'Monday', '.']","['O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'O', 'O', 'O', 'O', 'B-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'B-etime', 'I-etime', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
They blocked the Gulbarga - Aland Road from 11 a.m. to 6.30 p.m. causing inconvenience to the public .,"['They', 'blocked', 'the', 'Gulbarga', '-', 'Aland', 'Road', 'from', '11', 'a.m.', 'to', '6.30', 'p.m.', 'causing', 'inconvenience', 'to', 'the', 'public', '.']","['O', 'B-trigger', 'O', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mr. Patil and others insisted that Deputy Commissioner Pankaj Kumar Pandey arrive at the scene of protest to receive the memorandum from them .,"['Mr.', 'Patil', 'and', 'others', 'insisted', 'that', 'Deputy', 'Commissioner', 'Pankaj', 'Kumar', 'Pandey', 'arrive', 'at', 'the', 'scene', 'of', 'protest', 'to', 'receive', 'the', 'memorandum', 'from', 'them', '.']","['B-organizer', 'I-organizer', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"The strike by casual workers at mail processing centres in some parts of Gauteng has ended , the SA Post Office ( SAPO ) said on Friday .","['The', 'strike', 'by', 'casual', 'workers', 'at', 'mail', 'processing', 'centres', 'in', 'some', 'parts', 'of', 'Gauteng', 'has', 'ended', ',', 'the', 'SA', 'Post', 'Office', '(', 'SAPO', ')', 'said', 'on', 'Friday', '.']","['O', 'B-trigger', 'O', 'O', 'B-participant', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"`` Mail that had already been on the service pipeline is now delayed by 48 hours , but the speedy resolution of the strike more than compensates for this service backlog . ''","['``', 'Mail', 'that', 'had', 'already', 'been', 'on', 'the', 'service', 'pipeline', 'is', 'now', 'delayed', 'by', '48', 'hours', ',', 'but', 'the', 'speedy', 'resolution', 'of', 'the', 'strike', 'more', 'than', 'compensates', 'for', 'this', 'service', 'backlog', '.', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"On Monday , casual workers in certain areas in Gauteng went on strike .","['On', 'Monday', ',', 'casual', 'workers', 'in', 'certain', 'areas', 'in', 'Gauteng', 'went', 'on', 'strike', '.']","['B-etime', 'I-etime', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"`` This was part of their lobbying campaign to be appointed into permanent part-time positions , '' SAPO said at the time .","['``', 'This', 'was', 'part', 'of', 'their', 'lobbying', 'campaign', 'to', 'be', 'appointed', 'into', 'permanent', 'part-time', 'positions', ',', ""''"", 'SAPO', 'said', 'at', 'the', 'time', '.']","['O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Retail outlets had not been affected by the strike .,"['Retail', 'outlets', 'had', 'not', 'been', 'affected', 'by', 'the', 'strike', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"He enrolled at UNISA after his expulsion from the University of the North ( Turfloop ) for political activism , which arose from the organisation of the pro-Frelimo rallies in 1974 under the banner of the then South African Students Organisation ( SASO ) .","['He', 'enrolled', 'at', 'UNISA', 'after', 'his', 'expulsion', 'from', 'the', 'University', 'of', 'the', 'North', '(', 'Turfloop', ')', 'for', 'political', 'activism', ',', 'which', 'arose', 'from', 'the', 'organisation', 'of', 'the', 'pro-Frelimo', 'rallies', 'in', '1974', 'under', 'the', 'banner', 'of', 'the', 'then', 'South', 'African', 'Students', 'Organisation', '(', 'SASO', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Protest against proposed Jaitapur nuke power plant - Indian Express Express News Service , Express News Service : Fri Mar 18 2011 , 02:17 hrs Lokayat in association with Pune Jilla Molkarin Sangathana , Shramik Mahila Morcha , Pandav Nagar Mitra Manda and Pimpri-Chinchwad Municipal Corporation Employees Union staged a dharna in front of the district collector 's office in protest against the proposed nuclear plant in Jaitapur .","['Protest', 'against', 'proposed', 'Jaitapur', 'nuke', 'power', 'plant', '-', 'Indian', 'Express', 'Express', 'News', 'Service', ',', 'Express', 'News', 'Service', ':', 'Fri', 'Mar', '18', '2011', ',', '02:17', 'hrs', 'Lokayat', 'in', 'association', 'with', 'Pune', 'Jilla', 'Molkarin', 'Sangathana', ',', 'Shramik', 'Mahila', 'Morcha', ',', 'Pandav', 'Nagar', 'Mitra', 'Manda', 'and', 'Pimpri-Chinchwad', 'Municipal', 'Corporation', 'Employees', 'Union', 'staged', 'a', 'dharna', 'in', 'front', 'of', 'the', 'district', 'collector', ""'s"", 'office', 'in', 'protest', 'against', 'the', 'proposed', 'nuclear', 'plant', 'in', 'Jaitapur', '.']","['B-trigger', 'O', 'O', 'B-place', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"They have failed the African National Congress and they shame us as the alliance , '' he told members of the SA Municipal Workers' Union ( Samwu ) at a protest march in Durban .","['They', 'have', 'failed', 'the', 'African', 'National', 'Congress', 'and', 'they', 'shame', 'us', 'as', 'the', 'alliance', ',', ""''"", 'he', 'told', 'members', 'of', 'the', 'SA', 'Municipal', ""Workers'"", 'Union', '(', 'Samwu', ')', 'at', 'a', 'protest', 'march', 'in', 'Durban', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Marchers carried placards reading : `` We demand decent salary with omnibus '' , and `` We demand stability at the metro police . ''","['Marchers', 'carried', 'placards', 'reading', ':', '``', 'We', 'demand', 'decent', 'salary', 'with', 'omnibus', ""''"", ',', 'and', '``', 'We', 'demand', 'stability', 'at', 'the', 'metro', 'police', '.', ""''""]","['B-participant', 'B-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
They reacted angrily when mayor James Nxumalo was not available to accept their memorandum .,"['They', 'reacted', 'angrily', 'when', 'mayor', 'James', 'Nxumalo', 'was', 'not', 'available', 'to', 'accept', 'their', 'memorandum', '.']","['O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
