text,tokens,labels,rationales
"“ Incluso había amenazado con el arma a otro pibe , pero tuvieron que esperar a que matara a alguien ” , explicó ayer un joven que participaba del corte .","['“', 'Incluso', 'había', 'amenazado', 'con', 'el', 'arma', 'a', 'otro', 'pibe', ',', 'pero', 'tuvieron', 'que', 'esperar', 'a', 'que', 'matara', 'a', 'alguien', '”', ',', 'explicó', 'ayer', 'un', 'joven', 'que', 'participaba', 'del', 'corte', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-etime', 'O', 'B-participant', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Ayer a la tarde , después de las 15 , los jóvenes habían cruzado sus motos en una de las calles que rodean la Plaza Mitre y no pensaban sacarlas pronto .","['Ayer', 'a', 'la', 'tarde', ',', 'después', 'de', 'las', '15', ',', 'los', 'jóvenes', 'habían', 'cruzado', 'sus', 'motos', 'en', 'una', 'de', 'las', 'calles', 'que', 'rodean', 'la', 'Plaza', 'Mitre', 'y', 'no', 'pensaban', 'sacarlas', 'pronto', '.']","['B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-participant', 'O', 'B-trigger', 'I-trigger', 'I-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Incluso una solicitud virtual para realizar el traslado recolectó más de 420.000 firmas de todo el mundo .,"['Incluso', 'una', 'solicitud', 'virtual', 'para', 'realizar', 'el', 'traslado', 'recolectó', 'más', 'de', '420.000', 'firmas', 'de', 'todo', 'el', 'mundo', '.']","['O', 'O', 'B-trigger', 'I-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Los cacerolazos del jueves se sintieron muy fuerte en la Rosada .,"['Los', 'cacerolazos', 'del', 'jueves', 'se', 'sintieron', 'muy', 'fuerte', 'en', 'la', 'Rosada', '.']","['O', 'B-trigger', 'O', 'B-etime', 'O', 'O', 'O', 'O', 'B-fname', 'I-fname', 'I-fname', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mientras hablaba , miraba cómo , a lo lejos , sobre la Avenida de Mayo , los empleados municipales y personal de las empresas de recolección de residuos levantaban los rastros de los disturbios de la noche del jueves .","['Mientras', 'hablaba', ',', 'miraba', 'cómo', ',', 'a', 'lo', 'lejos', ',', 'sobre', 'la', 'Avenida', 'de', 'Mayo', ',', 'los', 'empleados', 'municipales', 'y', 'personal', 'de', 'las', 'empresas', 'de', 'recolección', 'de', 'residuos', 'levantaban', 'los', 'rastros', 'de', 'los', 'disturbios', 'de', 'la', 'noche', 'del', 'jueves', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"“ Destacamos tanto la importancia de la cuestión , como la necesidad y urgencia de cubrir la vacancia del tribunal esencial en las resoluciones de la materia electoral en el año de las elecciones presidenciales ” , asegura la carta que fue enviada al presidente Mauricio Macri y que lleva la firma de la diputada de la UCR Carla Carrizo , el constitucionalista Daniel Sabsay y la titular de la Juventud Radical , Luciana Rached .","['“', 'Destacamos', 'tanto', 'la', 'importancia', 'de', 'la', 'cuestión', ',', 'como', 'la', 'necesidad', 'y', 'urgencia', 'de', 'cubrir', 'la', 'vacancia', 'del', 'tribunal', 'esencial', 'en', 'las', 'resoluciones', 'de', 'la', 'materia', 'electoral', 'en', 'el', 'año', 'de', 'las', 'elecciones', 'presidenciales', '”', ',', 'asegura', 'la', 'carta', 'que', 'fue', 'enviada', 'al', 'presidente', 'Mauricio', 'Macri', 'y', 'que', 'lleva', 'la', 'firma', 'de', 'la', 'diputada', 'de', 'la', 'UCR', 'Carla', 'Carrizo', ',', 'el', 'constitucionalista', 'Daniel', 'Sabsay', 'y', 'la', 'titular', 'de', 'la', 'Juventud', 'Radical', ',', 'Luciana', 'Rached', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-organizer', 'B-participant', 'I-participant', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'O', 'O', 'B-participant', 'O', 'O', 'B-organizer', 'I-organizer', 'O', 'B-participant', 'I-participant', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Justamente por eso encabeza la terna '' La carta enviada al Presidente Mauricio Macri dice : `` Tenemos el honor de dirigirnos a ud para solicitarle reclamar la pronta resolución del asunto de referencia de la presente . '',"['Justamente', 'por', 'eso', 'encabeza', 'la', 'terna', ""''"", 'La', 'carta', 'enviada', 'al', 'Presidente', 'Mauricio', 'Macri', 'dice', ':', '``', 'Tenemos', 'el', 'honor', 'de', 'dirigirnos', 'a', 'ud', 'para', 'solicitarle', 'reclamar', 'la', 'pronta', 'resolución', 'del', 'asunto', 'de', 'referencia', 'de', 'la', 'presente', '.', ""''""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"`` Quienes peticionamos mediante nuestra firma al pie de esta nota coincidimos en que es vital para la vida institucional argentina que el proceso de designación del magistrado que complete la constitución de la Cámara Nacional Electoral se rija por los valores que la sociedad argentina sostiene de manera transversal , sin distinciones sectoriales , políticas y sociales . ''","['``', 'Quienes', 'peticionamos', 'mediante', 'nuestra', 'firma', 'al', 'pie', 'de', 'esta', 'nota', 'coincidimos', 'en', 'que', 'es', 'vital', 'para', 'la', 'vida', 'institucional', 'argentina', 'que', 'el', 'proceso', 'de', 'designación', 'del', 'magistrado', 'que', 'complete', 'la', 'constitución', 'de', 'la', 'Cámara', 'Nacional', 'Electoral', 'se', 'rija', 'por', 'los', 'valores', 'que', 'la', 'sociedad', 'argentina', 'sostiene', 'de', 'manera', 'transversal', ',', 'sin', 'distinciones', 'sectoriales', ',', 'políticas', 'y', 'sociales', '.', ""''""]","['O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"`` Con nuestra petición , tratamos de evitar toda duda sobre que al apartarse del orden de la terna -sin sustento técnico y/o profesional- la más alta autoridad nacional estuviera DISCRIMINANDO POR CUESTIÓN DE GÉNERO a la primera nominada de la terna , quien naturalmente tendría que cubrir el cargo vacante . ''","['``', 'Con', 'nuestra', 'petición', ',', 'tratamos', 'de', 'evitar', 'toda', 'duda', 'sobre', 'que', 'al', 'apartarse', 'del', 'orden', 'de', 'la', 'terna', '-sin', 'sustento', 'técnico', 'y/o', 'profesional-', 'la', 'más', 'alta', 'autoridad', 'nacional', 'estuviera', 'DISCRIMINANDO', 'POR', 'CUESTIÓN', 'DE', 'GÉNERO', 'a', 'la', 'primera', 'nominada', 'de', 'la', 'terna', ',', 'quien', 'naturalmente', 'tendría', 'que', 'cubrir', 'el', 'cargo', 'vacante', '.', ""''""]","['O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"La carta es firmada , entre otros por Daniel Sabsay , Alfredo Vitolo , Liliana Gurdulich , Marcela Durrieu , Liliana De Riz , Marita Goñi , Adela Seguí , Lucía Martelotte y Claudia Garavano","['La', 'carta', 'es', 'firmada', ',', 'entre', 'otros', 'por', 'Daniel', 'Sabsay', ',', 'Alfredo', 'Vitolo', ',', 'Liliana', 'Gurdulich', ',', 'Marcela', 'Durrieu', ',', 'Liliana', 'De', 'Riz', ',', 'Marita', 'Goñi', ',', 'Adela', 'Seguí', ',', 'Lucía', 'Martelotte', 'y', 'Claudia', 'Garavano']","['O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant', 'O', 'B-participant', 'I-participant']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"El Grupo GAD , la Infantería y la Caballería de la Policía Bonaerense , con respaldo de la Patrulla Urbana y Defensa Civil de Quilmes , avanzaron contra un grupo de 150 familias que habían ocupado un terreno baldío ubicada cerca del cruce de Lamadrid y Camino General Belgrano , perteneciente al Frigorífico Penta .","['El', 'Grupo', 'GAD', ',', 'la', 'Infantería', 'y', 'la', 'Caballería', 'de', 'la', 'Policía', 'Bonaerense', ',', 'con', 'respaldo', 'de', 'la', 'Patrulla', 'Urbana', 'y', 'Defensa', 'Civil', 'de', 'Quilmes', ',', 'avanzaron', 'contra', 'un', 'grupo', 'de', '150', 'familias', 'que', 'habían', 'ocupado', 'un', 'terreno', 'baldío', 'ubicada', 'cerca', 'del', 'cruce', 'de', 'Lamadrid', 'y', 'Camino', 'General', 'Belgrano', ',', 'perteneciente', 'al', 'Frigorífico', 'Penta', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Las familias , en su mayoría parejas jóvenes con niños , habían iniciado la ocupación del predio el lunes en reclamo de una solución habitacional al intendente Martiniano Molina , pero el municipio negó que existieran problemas de vivienda en esos barrios pobres del municipio .","['Las', 'familias', ',', 'en', 'su', 'mayoría', 'parejas', 'jóvenes', 'con', 'niños', ',', 'habían', 'iniciado', 'la', 'ocupación', 'del', 'predio', 'el', 'lunes', 'en', 'reclamo', 'de', 'una', 'solución', 'habitacional', 'al', 'intendente', 'Martiniano', 'Molina', ',', 'pero', 'el', 'municipio', 'negó', 'que', 'existieran', 'problemas', 'de', 'vivienda', 'en', 'esos', 'barrios', 'pobres', 'del', 'municipio', '.']","['O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-fname', 'O', 'B-etime', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'I-target', 'I-target', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Por la tarde , un grupo de mujeres con sus niños en brazos volvieron a ingresar al terreno y realizaron una sentada para evitar que la infantería vuelva a desalojarlas .","['Por', 'la', 'tarde', ',', 'un', 'grupo', 'de', 'mujeres', 'con', 'sus', 'niños', 'en', 'brazos', 'volvieron', 'a', 'ingresar', 'al', 'terreno', 'y', 'realizaron', 'una', 'sentada', 'para', 'evitar', 'que', 'la', 'infantería', 'vuelva', 'a', 'desalojarlas', '.']","['B-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"El centro de la denuncia era la Unidad Especial de Procedimientos Judiciales ( Uesprojud ) que sacó fotos e individualizó a quienes cortaban la Panamericana en el conflicto de Kraft y que incluso , según sostienen los denunciantes , informó la realización de reuniones en la casa de otro dirigente de Kraft , Ramón Bogado .","['El', 'centro', 'de', 'la', 'denuncia', 'era', 'la', 'Unidad', 'Especial', 'de', 'Procedimientos', 'Judiciales', '(', 'Uesprojud', ')', 'que', 'sacó', 'fotos', 'e', 'individualizó', 'a', 'quienes', 'cortaban', 'la', 'Panamericana', 'en', 'el', 'conflicto', 'de', 'Kraft', 'y', 'que', 'incluso', ',', 'según', 'sostienen', 'los', 'denunciantes', ',', 'informó', 'la', 'realización', 'de', 'reuniones', 'en', 'la', 'casa', 'de', 'otro', 'dirigente', 'de', 'Kraft', ',', 'Ramón', 'Bogado', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
