text,tokens,labels,rationales
O suspeito de ter atirado no sindicalista continua sendo procurado .,"['O', 'suspeito', 'de', 'ter', 'atirado', 'no', 'sindicalista', 'continua', 'sendo', 'procurado', '.']","['O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-target', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"01/12/2000 - 03h29 Polícia pede prisão de fazendeiro Publicidade da Folha de S.Paulo A Polícia Civil pediu à Justiça do Pará a prisão temporária do fazendeiro Décio José de Barros , suspeito de ser mandante do assassinato do sindicalista José Dutra da Costa , 43 .","['01/12/2000', '-', '03h29', 'Polícia', 'pede', 'prisão', 'de', 'fazendeiro', 'Publicidade', 'da', 'Folha', 'de', 'S.Paulo', 'A', 'Polícia', 'Civil', 'pediu', 'à', 'Justiça', 'do', 'Pará', 'a', 'prisão', 'temporária', 'do', 'fazendeiro', 'Décio', 'José', 'de', 'Barros', ',', 'suspeito', 'de', 'ser', 'mandante', 'do', 'assassinato', 'do', 'sindicalista', 'José', 'Dutra', 'da', 'Costa', ',', '43', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'I-participant', 'I-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'B-target', 'I-target', 'I-target', 'I-target', 'I-target', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"O crime ocorreu em 21 de novembro , em Rondon do Pará ( sul do Estado ) .","['O', 'crime', 'ocorreu', 'em', '21', 'de', 'novembro', ',', 'em', 'Rondon', 'do', 'Pará', '(', 'sul', 'do', 'Estado', ')', '.']","['O', 'B-trigger', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-place', 'I-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"26/03/2002 - 17h56 Profissionais de educação do Rio decidem pela continuação da greve da Folha Online A assembléia dos profissionais de educação do Estado do Rio de Janeiro , em greve desde o dia 6 de março , ocorrida nesta tarde , no Rio , decidiu , por unanimidade , que a greve vai continuar .","['26/03/2002', '-', '17h56', 'Profissionais', 'de', 'educação', 'do', 'Rio', 'decidem', 'pela', 'continuação', 'da', 'greve', 'da', 'Folha', 'Online', 'A', 'assembléia', 'dos', 'profissionais', 'de', 'educação', 'do', 'Estado', 'do', 'Rio', 'de', 'Janeiro', ',', 'em', 'greve', 'desde', 'o', 'dia', '6', 'de', 'março', ',', 'ocorrida', 'nesta', 'tarde', ',', 'no', 'Rio', ',', 'decidiu', ',', 'por', 'unanimidade', ',', 'que', 'a', 'greve', 'vai', 'continuar', '.']","['O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'O', 'B-place', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'I-participant', 'I-participant', 'O', 'B-place', 'I-place', 'I-place', 'I-place', 'I-place', 'O', 'O', 'B-trigger', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'B-etime', 'I-etime', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Quatro ônibus foram incendiados e três depredados na avenida Dona Belmira Marin , no Parque Brasil , zona sul de São Paulo , por volta das 19h30 de quarta-feira ( 13 ) .","['Quatro', 'ônibus', 'foram', 'incendiados', 'e', 'três', 'depredados', 'na', 'avenida', 'Dona', 'Belmira', 'Marin', ',', 'no', 'Parque', 'Brasil', ',', 'zona', 'sul', 'de', 'São', 'Paulo', ',', 'por', 'volta', 'das', '19h30', 'de', 'quarta-feira', '(', '13', ')', '.']","['O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'B-place', 'I-place', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'O']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Segundo a Polícia Civil , moradores da região jogaram pedras e queimaram os coletivos em protesto contra alagamentos causados pela forte chuva que atingiu o local na tarde de terça-feira ( 12 ) .","['Segundo', 'a', 'Polícia', 'Civil', ',', 'moradores', 'da', 'região', 'jogaram', 'pedras', 'e', 'queimaram', 'os', 'coletivos', 'em', 'protesto', 'contra', 'alagamentos', 'causados', 'pela', 'forte', 'chuva', 'que', 'atingiu', 'o', 'local', 'na', 'tarde', 'de', 'terça-feira', '(', '12', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'I-trigger', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"No protesto , dois ônibus foram totalmente destruídos e dois foram danificados parcialmente pelo fogo .","['No', 'protesto', ',', 'dois', 'ônibus', 'foram', 'totalmente', 'destruídos', 'e', 'dois', 'foram', 'danificados', 'parcialmente', 'pelo', 'fogo', '.']","['O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Os manifestantes também depredaram outros três coletivos .,"['Os', 'manifestantes', 'também', 'depredaram', 'outros', 'três', 'coletivos', '.']","['O', 'B-participant', 'O', 'B-trigger', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 0]"
"14/06/2004 - 16h51 Justiça considera greve ilegal e PM do Piauí volta ao trabalho Publicidade da Folha Online A Justiça do Piauí considerou , nesta segunda-feira , ilegal a greve dos policiais militares do Estado .","['14/06/2004', '-', '16h51', 'Justiça', 'considera', 'greve', 'ilegal', 'e', 'PM', 'do', 'Piauí', 'volta', 'ao', 'trabalho', 'Publicidade', 'da', 'Folha', 'Online', 'A', 'Justiça', 'do', 'Piauí', 'considerou', ',', 'nesta', 'segunda-feira', ',', 'ilegal', 'a', 'greve', 'dos', 'policiais', 'militares', 'do', 'Estado', '.']","['O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-participant', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O', 'O', 'B-etime', 'I-etime', 'O', 'O', 'O', 'B-trigger', 'O', 'B-participant', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"No caso da Polícia Civil do Estado , a greve continua , apesar de também haver decisão judicial considerando a greve ilegal .","['No', 'caso', 'da', 'Polícia', 'Civil', 'do', 'Estado', ',', 'a', 'greve', 'continua', ',', 'apesar', 'de', 'também', 'haver', 'decisão', 'judicial', 'considerando', 'a', 'greve', 'ilegal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"A manutenção da greve foi decidida na manhã desta segunda , também durante assembléia .","['A', 'manutenção', 'da', 'greve', 'foi', 'decidida', 'na', 'manhã', 'desta', 'segunda', ',', 'também', 'durante', 'assembléia', '.']","['O', 'O', 'O', 'B-trigger', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"O motoboy Francisco de Assis Pereira , conhecido como o `` maníaco do parque '' após assassinar uma série de mulheres no parque do Estado , já esteve nessa unidade de triagem , no início do ano , após rebelião que destruiu o presídio onde ele estava , em Taubaté .","['O', 'motoboy', 'Francisco', 'de', 'Assis', 'Pereira', ',', 'conhecido', 'como', 'o', '``', 'maníaco', 'do', 'parque', ""''"", 'após', 'assassinar', 'uma', 'série', 'de', 'mulheres', 'no', 'parque', 'do', 'Estado', ',', 'já', 'esteve', 'nessa', 'unidade', 'de', 'triagem', ',', 'no', 'início', 'do', 'ano', ',', 'após', 'rebelião', 'que', 'destruiu', 'o', 'presídio', 'onde', 'ele', 'estava', ',', 'em', 'Taubaté', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'B-fname', 'O', 'O', 'O', 'O', 'O', 'B-place', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"25/07/2000 - 15h02 Passeata contra a corrupção chega à Prefeitura paulistana Publicidade LÍVIA MARRA da Folha Online Cerca de 1.000 pessoas estão reunidas neste momento em frente ao Palácio das Indústrias , sede da prefeitura de São Paulo .","['25/07/2000', '-', '15h02', 'Passeata', 'contra', 'a', 'corrupção', 'chega', 'à', 'Prefeitura', 'paulistana', 'Publicidade', 'LÍVIA', 'MARRA', 'da', 'Folha', 'Online', 'Cerca', 'de', '1.000', 'pessoas', 'estão', 'reunidas', 'neste', 'momento', 'em', 'frente', 'ao', 'Palácio', 'das', 'Indústrias', ',', 'sede', 'da', 'prefeitura', 'de', 'São', 'Paulo', '.']","['O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'B-fname', 'I-fname', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'B-trigger', 'I-trigger', 'B-etime', 'I-etime', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Os manifestantes participam da passeata contra a corrupção promovida pela CUT ( Central Única dos Trabalhadores ) .,"['Os', 'manifestantes', 'participam', 'da', 'passeata', 'contra', 'a', 'corrupção', 'promovida', 'pela', 'CUT', '(', 'Central', 'Única', 'dos', 'Trabalhadores', ')', '.']","['O', 'B-participant', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'B-organizer', 'O', 'B-organizer', 'I-organizer', 'I-organizer', 'I-organizer', 'O', 'O']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"O protesto teve início na manhã desta terça-feira ( 25 ) em frente ao prédio inacabado do TRT na Barra Funda , zona oeste da cidade .","['O', 'protesto', 'teve', 'início', 'na', 'manhã', 'desta', 'terça-feira', '(', '25', ')', 'em', 'frente', 'ao', 'prédio', 'inacabado', 'do', 'TRT', 'na', 'Barra', 'Funda', ',', 'zona', 'oeste', 'da', 'cidade', '.']","['O', 'B-trigger', 'O', 'O', 'B-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'I-etime', 'B-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'I-fname', 'O', 'B-place', 'I-place', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"De lá , os manifestantes seguiram em passeata até a prefeitura .","['De', 'lá', ',', 'os', 'manifestantes', 'seguiram', 'em', 'passeata', 'até', 'a', 'prefeitura', '.']","['O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'B-trigger', 'B-fname', 'I-fname', 'I-fname', 'O']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"Segundo a CET ( Companhia de Engenharia de Tráfego ) , o protesto não prejudica o trânsito .","['Segundo', 'a', 'CET', '(', 'Companhia', 'de', 'Engenharia', 'de', 'Tráfego', ')', ',', 'o', 'protesto', 'não', 'prejudica', 'o', 'trânsito', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"Motoristas e cobradores de ônibus de Salvador decidiram no início da tarde desta quarta-feira ( 28 ) encerrar a greve da categoria em curso desde terça , após acordo com as empresas .","['Motoristas', 'e', 'cobradores', 'de', 'ônibus', 'de', 'Salvador', 'decidiram', 'no', 'início', 'da', 'tarde', 'desta', 'quarta-feira', '(', '28', ')', 'encerrar', 'a', 'greve', 'da', 'categoria', 'em', 'curso', 'desde', 'terça', ',', 'após', 'acordo', 'com', 'as', 'empresas', '.']","['B-participant', 'O', 'B-participant', 'O', 'O', 'O', 'B-place', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'B-etime', 'O', 'O', 'O', 'O', 'O', 'B-target', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Em assembleia , cerca de 2.000 trabalhadores aceitaram o reajuste salarial de 9 % –o mesmo acordado antes do início da paralisação .","['Em', 'assembleia', ',', 'cerca', 'de', '2.000', 'trabalhadores', 'aceitaram', 'o', 'reajuste', 'salarial', 'de', '9', '%', '–o', 'mesmo', 'acordado', 'antes', 'do', 'início', 'da', 'paralisação', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-trigger', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"Sobre o descompasso da direção sindical com a base de trabalhadores ao longo da greve , Primo disse que a situação serviu de `` aprendizado '' para o sindicato .","['Sobre', 'o', 'descompasso', 'da', 'direção', 'sindical', 'com', 'a', 'base', 'de', 'trabalhadores', 'ao', 'longo', 'da', 'greve', ',', 'Primo', 'disse', 'que', 'a', 'situação', 'serviu', 'de', '``', 'aprendizado', ""''"", 'para', 'o', 'sindicato', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-participant', 'O', 'O', 'O', 'B-trigger', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
